date,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
2024-10-28,4745.0,4340.0,3980.0,2550.0,3850.0,3980.0,5535.0,6900.0,6900.0,6900.0,6900.0,5538.34,4980.0,5510.0,5568.46,5564.37,5600.0,9000.0,9000.0,9000.0,9000.0,8952.35,8830.0,6000.0
2024-10-29,5530.0,4900.0,4340.0,2550.0,3980.0,4340.0,5535.0,6800.0,6900.0,6900.0,6780.0,5530.0,5400.0,5530.0,5535.0,5566.23,5600.0,9000.0,9000.0,9000.0,9000.0,8900.0,8830.0,6830.0
2024-10-30,5535.0,5530.0,5180.0,4340.0,4745.0,5530.0,5535.0,6780.0,6900.0,6900.0,6780.0,5535.0,5530.0,5530.0,5542.0,5600.0,5600.0,9000.0,9000.0,9000.0,9000.0,8580.0,8890.0,6830.0
2024-10-31,5530.0,5530.0,4427.0,4000.0,4173.0,4741.0,4982.0,6700.0,6900.0,6900.0,6876.28,5535.0,5535.0,5535.0,5535.0,5563.62,5600.0,8900.0,9000.0,9000.0,8900.0,8580.0,8700.0,6830.0
2024-11-01,5180.0,4340.0,3500.0,3000.0,3000.0,3980.0,4368.0,4680.0,5599.0,5880.0,5350.0,3879.0,3879.0,3550.0,3850.0,4650.0,5566.51,8810.0,8900.0,8900.0,8810.0,8000.0,5980.0,4494.0
2024-11-02,5100.0,4340.0,2950.0,2550.0,2950.0,3400.0,3980.0,4680.0,5189.0,4700.0,4679.0,4350.0,3400.0,4650.0,4650.0,5510.0,5600.0,8890.0,8890.0,8890.0,8890.0,8600.0,6800.0,6795.0
2024-11-03,4745.0,3980.0,2550.0,2050.0,2050.0,3000.0,3198.0,3000.0,2998.0,2998.0,2998.0,2998.0,2950.0,2998.0,3844.0,5510.0,5565.94,8890.0,8890.0,8890.0,8890.0,8890.0,8910.0,6835.0
2024-11-04,5100.0,4000.0,2550.0,1100.0,2050.0,3197.0,3800.0,6840.0,6900.0,6900.0,6900.0,5562.48,5535.0,5535.0,5541.54,5600.0,5600.0,8949.96,8890.0,8890.0,8890.0,8700.0,8910.0,6835.0
2024-11-05,2986.0,2550.0,2986.0,2050.0,2550.0,2986.0,3980.0,4680.0,5825.0,5200.0,3200.0,3864.0,2850.0,2550.0,3864.0,5539.78,5600.0,8952.81,8943.61,8900.0,8700.0,7800.0,8100.0,5180.0
2024-11-06,2986.0,2950.0,2680.0,2050.0,2050.0,2680.0,3698.0,5880.0,6800.0,5600.0,3599.0,2500.0,2549.0,3000.0,3699.0,5550.0,5600.0,9000.0,8955.01,8900.0,8900.0,8800.0,7000.0,4780.0
2024-11-07,3980.0,3978.0,2986.0,2550.0,2986.0,2800.0,3980.0,6800.0,6800.0,3600.0,2998.0,3689.0,2549.0,2535.0,3800.0,5567.44,5600.0,8950.36,8917.17,8900.0,8900.0,8900.0,7300.0,6841.85
2024-11-08,4340.0,3970.0,2800.0,2800.0,3795.0,3795.0,3978.0,6800.0,6860.07,6799.0,4679.0,3499.0,3799.0,3844.0,5152.37,5563.2,5600.0,8930.0,8930.0,8900.0,8400.0,6203.0,7300.0,4780.0
2024-11-09,3970.0,3000.0,2500.0,2500.0,2500.0,2000.0,2800.0,4680.0,6850.0,6850.0,6858.07,5514.0,4649.0,4650.0,5542.31,5538.47,5600.0,8940.0,8940.0,8940.0,8700.0,6400.0,7800.0,4340.0
2024-11-10,3100.0,2800.0,1500.0,1000.0,1000.0,1800.0,800.0,2950.0,3450.0,2450.0,2450.0,2250.0,2250.0,2250.0,3844.0,5530.0,5568.85,8940.0,8940.0,8940.0,8900.0,7800.0,7800.0,4780.0
2024-11-11,3794.0,2900.0,2500.0,2500.0,2800.0,2900.0,4340.0,6800.0,6900.0,6900.0,6900.0,5569.83,5563.46,5565.91,5588.54,5600.0,5600.0,8952.63,8940.0,8940.0,8900.0,8846.75,8947.58,6852.68
2024-11-12,4745.0,3964.0,3800.0,3794.0,3800.0,3964.0,4745.0,6872.6,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,9000.0,8951.91,8952.18,8949.77,8942.58,6842.98
2024-11-13,3970.0,2800.0,2000.0,1900.0,2000.0,2500.0,3970.0,6900.0,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,9000.0,9000.0,9000.0,8948.13,8940.0,5600.0
2024-11-14,4340.0,3970.0,3800.0,2500.0,3550.0,3955.0,3955.0,5380.0,6900.0,6900.0,6900.0,5600.0,5591.21,5600.0,5600.0,5600.0,5600.0,9000.0,8951.28,8940.0,8940.0,7500.0,7800.0,5600.0
2024-11-15,3970.0,3100.0,2500.0,2049.0,2049.0,3800.0,3795.0,5380.0,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,8944.14,8900.0,8788.0,6975.0,4980.0,5500.0,4340.0
2024-11-16,3955.0,2500.0,2000.0,700.0,500.0,2000.0,800.0,2000.0,3850.0,4500.0,3870.0,3150.0,3150.0,3150.0,3870.0,5537.01,5600.0,8800.0,8600.0,8000.0,6000.0,4980.0,4980.0,3970.0
2024-11-17,3970.0,4328.0,4328.0,3970.0,3970.0,3970.0,3000.0,2000.0,2100.0,2998.0,2499.0,2000.0,1999.0,1999.0,2000.0,4650.0,5600.0,8800.0,8600.0,8800.0,8100.0,5980.0,5000.0,4340.0
2024-11-18,4340.0,2980.0,2000.0,2000.0,2000.0,2980.0,5180.0,6900.0,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,6900.0
2024-11-19,5544.3,4328.0,3970.0,3200.0,3700.0,4000.0,5180.0,6900.0,6900.0,6900.0,6900.0,5550.0,5516.43,5600.0,5600.0,5600.0,5600.0,9000.0,9000.0,9000.0,9000.0,9000.0,8953.43,6873.64
2024-11-20,5180.0,3944.0,2500.0,2000.0,2000.0,3000.0,3970.0,5380.0,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,9000.0,9000.0,8948.4,6975.0,8947.09,6876.86
2024-11-21,4340.0,3000.0,2500.0,2500.0,2500.0,3944.0,3100.0,4680.0,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,9000.0,8952.19,8800.0,6500.0,8945.58,6847.69
2024-11-22,5542.11,3970.0,3970.0,2980.0,3944.0,3944.0,3944.0,4680.0,6874.7,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,9000.0,8950.8,8600.0,5400.0,7000.0,5400.0
2024-11-23,3944.0,2970.0,2500.0,2000.0,500.0,1972.0,940.0,2450.0,4800.0,5880.0,5807.0,4800.0,4800.0,4812.69,5563.38,5600.0,5600.0,8800.0,8600.0,8300.0,7600.0,5980.0,5029.0,3970.0
2024-11-24,2890.0,1930.0,1727.27,1000.0,290.0,1930.0,300.0,920.0,1200.0,1818.18,1750.0,1909.09,1750.0,1930.0,2986.0,4650.0,5568.15,8800.0,8800.0,8940.0,8687.0,7100.0,5700.0,3970.0
2024-11-25,2950.0,2000.0,2000.0,1000.0,219.0,2000.0,1055.0,2950.0,4600.0,3499.0,2986.0,2409.0,2409.0,2000.0,3499.0,5500.0,5600.0,8600.0,8000.0,8100.0,7400.0,5400.0,5000.0,3970.0
2024-11-26,3970.0,2900.0,2900.0,2500.0,2500.0,2900.0,2900.0,4680.0,6800.0,4680.0,3850.0,3450.0,2986.0,3870.0,4812.69,5564.94,5600.0,8800.0,8800.0,8500.0,8953.9,8900.0,7030.0,3970.0
2024-11-27,4340.0,3970.0,3970.0,3850.0,3944.0,3944.0,3944.0,5880.0,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,8952.38,8917.54,8930.0,8900.0,7800.0,4800.0
2024-11-28,3935.0,2890.0,2500.0,2000.0,2000.0,2500.0,3935.0,5380.0,6850.0,6900.0,6861.22,4980.0,4650.0,5000.0,5600.0,5600.0,5600.0,8800.0,8800.0,8600.0,8900.0,8300.0,7400.0,4780.0
2024-11-29,3944.0,3178.0,2500.0,2500.0,2500.0,2600.0,3000.0,4680.0,6850.0,6850.0,6850.0,5563.56,5541.44,5600.0,5600.0,5600.0,5600.0,8800.0,8700.0,8100.0,8000.0,6900.0,5980.0,4340.0
2024-11-30,3944.0,2800.0,2500.0,2000.0,1990.0,2000.0,2500.0,2000.0,4400.0,4680.0,5380.0,4980.0,4650.0,4900.0,4980.0,5500.0,5500.0,8400.0,8000.0,5980.0,5500.0,4980.0,4792.0,3900.0
2024-12-01,5535.0,5500.0,5500.0,5500.0,5350.0,5350.0,5350.0,5906.0,5480.0,5998.0,6835.12,5542.18,5538.01,5538.65,5563.93,5500.0,5552.37,8300.0,8450.0,8880.0,8953.96,9000.0,8950.99,6830.0
2024-12-02,5180.0,4340.0,4340.0,4340.0,4340.0,4340.0,5480.0,6846.81,6900.0,6900.0,6900.0,5510.0,5510.0,5510.0,5510.0,5600.0,5600.0,8300.0,8100.0,8339.0,8340.0,8300.0,8100.0,6780.0
2024-12-03,5535.0,4340.0,3890.0,3890.0,3890.0,3925.0,5535.0,6876.54,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,8900.0,8900.0,8900.0,8500.0,8300.0,7990.0,6835.0
2024-12-04,5180.0,3875.0,3760.0,3760.0,3760.0,3875.0,5000.0,6840.0,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,8800.0,8700.0,8800.0,8300.0,7600.0,7470.0,6835.0
2024-12-05,5540.87,3925.0,3800.0,2890.0,2890.0,3925.0,5180.0,6790.0,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,9000.0,9000.0,8952.79,8500.0,8300.0,6877.31
2024-12-06,5600.0,4372.0,3925.0,3924.0,3925.0,4745.0,4745.0,6900.0,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,9000.0,8943.96,8940.0,8700.0,8600.0,6790.0
2024-12-07,4340.0,3924.0,3099.0,2500.0,2500.0,2890.0,3100.0,2450.0,6740.75,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,8500.0,7736.0,7880.0,7974.0,6212.0,6406.0,4742.0
2024-12-08,3924.0,2500.0,2000.0,2000.0,1799.0,2000.0,2500.0,2500.0,4150.0,5850.0,6875.8,5600.0,5600.0,5538.35,5600.0,5600.0,5600.0,8944.44,8940.0,8200.0,7522.0,6945.0,6299.0,4500.0
2024-12-09,3920.0,2500.0,2450.0,2000.0,2000.0,2500.0,2500.0,4180.0,6859.8,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,8200.0,5980.0,5980.0,8200.0,7540.0,8700.0,6235.99
2024-12-10,5544.24,4340.0,4334.0,3844.0,3920.0,4340.0,3920.0,6800.0,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,9000.0,8949.81,8950.48,8917.97,8900.0,6876.33
2024-12-11,5180.0,3920.0,2890.0,2500.0,2500.0,3920.0,3920.0,6843.07,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,9000.0,9000.0,8950.14,8946.22,8946.23,5840.0
2024-12-12,5539.73,4320.0,3898.0,2890.0,2890.0,4320.0,3920.0,6870.06,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,9000.0,9000.0,9000.0,9000.0,8950.49,6878.05
2024-12-13,5542.17,4320.0,3920.0,3920.0,3920.0,4745.0,4320.0,6800.0,6873.78,6858.71,6500.0,4349.0,3970.0,4650.0,5600.0,5600.0,5600.0,9000.0,8952.59,8947.37,8900.0,8900.0,8700.0,6850.52
2024-12-14,5600.0,5539.61,4745.0,4304.0,4320.0,5537.69,5544.22,5600.0,6800.0,4615.0,3905.0,2998.0,2998.0,3905.0,5562.45,5600.0,5600.0,8900.0,8900.0,8700.0,8900.0,8500.0,7999.0,4780.0
2024-12-15,5541.97,4413.0,3849.0,3000.0,2890.0,3849.0,4320.0,4115.0,6500.0,6879.1,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,8950.79,8949.37,8945.98,8950.67,8950.0,8950.95,5450.0
2024-12-16,4745.0,3920.0,2890.0,2500.0,2500.0,3849.0,5059.63,6877.41,6879.59,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,8947.91,8952.31,8950.17,8915.45,8952.75,8917.5,6875.76
2024-12-17,4320.0,3920.0,2500.0,2000.0,2500.0,3748.0,4320.0,5600.0,5600.0,6857.7,6830.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,8940.0,8940.0,8940.0,8940.0,8940.0,8500.0,6027.0
2024-12-18,3548.25,3849.0,2500.0,2500.0,2500.0,3920.0,3920.0,4180.0,5600.0,5600.0,4000.0,3800.0,3350.0,3600.0,4000.0,5400.0,5562.61,8900.0,8800.0,8800.0,8600.0,8600.0,8600.0,5600.0
2024-12-19,4304.0,5400.0,4320.0,4304.0,3920.0,4320.0,4000.0,4680.0,6877.93,6872.62,6830.0,3970.0,3050.0,3900.0,5538.8,5600.0,5600.0,8900.0,8900.0,8850.0,8200.0,4980.0,4980.0,4320.0
2024-12-20,4000.0,4000.0,3000.0,2890.0,3000.0,3849.0,3500.0,5267.0,6830.0,6830.0,5600.0,3970.0,3800.0,4200.0,5565.7,5600.0,5600.0,8900.0,8850.0,8500.0,8400.0,7174.47,5638.5,4320.0
2024-12-21,3849.0,3800.0,3885.0,3000.0,3000.0,2678.0,2500.0,2678.0,5410.0,6830.0,6876.99,5600.0,5565.36,5565.56,5538.68,5563.2,5600.0,8900.0,8300.0,8000.0,6701.0,5000.0,4945.0,3500.0
2024-12-22,3885.0,2890.0,2890.0,2890.0,2890.0,2890.0,2890.0,2678.0,4200.0,5845.0,3935.0,3300.0,3300.0,3300.0,3935.0,5500.0,5600.0,8900.0,8900.0,8600.0,8900.0,8951.62,8600.0,5145.0
2024-12-23,4270.0,3849.0,3870.0,3870.0,3870.0,3849.0,4270.0,5800.0,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,8900.0,8900.0,8949.16,8953.34,8949.87,8947.31,4752.0
2024-12-24,3000.0,2678.0,2500.0,2000.0,2000.0,2500.0,2890.0,4307.0,5380.0,6878.48,6830.0,4500.0,4500.0,4500.0,5516.76,5514.2,5600.0,8600.0,8900.0,8900.0,8900.0,8600.0,8600.0,3970.0
2024-12-25,3500.0,2890.0,2678.0,2500.0,2500.0,2890.0,2890.0,3000.0,4200.0,5550.0,5380.0,4295.0,4295.0,4295.0,4650.0,4650.0,5320.0,8800.0,8800.0,8500.0,6975.0,8800.0,5600.0,4200.0
2024-12-26,5600.0,2890.0,2500.0,2500.0,2500.0,3800.0,4320.0,6900.0,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,6900.0
2024-12-27,3920.0,3800.0,2390.0,2390.0,2390.0,3480.0,4745.0,5380.0,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,8946.64,8800.0,9000.0,8953.61,5980.0,6842.97
2024-12-28,5538.94,4320.0,3920.0,2890.0,2890.0,3920.0,4320.0,4680.0,5893.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,8950.29,8951.45,8800.0,8953.83,8300.0,6877.5
2024-12-29,5543.26,5180.0,4745.0,3920.0,3920.0,4320.0,4745.0,4680.0,6879.83,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,9000.0,9000.0,8948.34,8900.0,8917.58,6873.97
2024-12-30,3800.0,3500.0,2890.0,2678.0,2700.0,2900.0,3920.0,4680.0,6900.0,6900.0,6900.0,5600.0,5600.0,5600.0,5600.0,5600.0,5600.0,9000.0,9000.0,8951.83,8605.0,8300.0,8400.0,6500.0
2024-12-31,3000.0,2678.0,2500.0,2500.0,2500.0,2500.0,2700.0,2500.0,4300.0,4300.0,3970.0,3800.0,3050.0,3500.0,3970.0,5300.0,5567.88,8400.0,8200.0,8000.0,6000.0,4980.0,4980.0,5500.0
