electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h
6.9,5.5359,9.0,6.9
6.9,5.6,9.0,6.9
6.9,5.6,9.0,6.8763
5.395,9.0,6.9,5.295
5.371,9.0,5.5859,4.65
5.349,9.0,5.5829,4.98
5.5359,9.0,5.18,5.489
5.6,9.0,4.745,5.5346
5.6,9.0,5.174,5.6
9.0,6.9,5.5614,9.0
9.0,5.5859,4.6707,9.0
9.0,5.5829,6.9,9.0
9.0,5.18,6.9,9.0
9.0,4.745,6.9,9.0
9.0,5.174,6.8763,9.0
6.9,5.5614,5.295,6.9
5.5859,4.6707,4.65,5.5811
5.5829,6.9,4.98,4.34
5.18,6.9,5.489,3.0
4.745,6.9,5.5346,2.666
5.174,6.8763,5.6,3.0
5.5614,5.295,9.0,3.601
4.6707,4.65,9.0,4.5
6.9,4.98,9.0,6.8757
6.9,5.489,9.0,6.8758
6.9,5.5346,9.0,5.901
6.8763,5.6,9.0,2.89
5.295,9.0,6.9,0.7506
4.65,9.0,5.5811,0.6506
4.98,9.0,4.34,0.62
5.489,9.0,3.0,2.999
5.5346,9.0,2.666,2.89
5.6,9.0,3.0,3.02
9.0,6.9,3.601,8.9459
9.0,5.5811,4.5,9.0
9.0,4.34,6.8757,9.0
9.0,3.0,6.8758,9.0
9.0,2.666,5.901,9.0
9.0,3.0,2.89,9.0
6.9,3.601,0.7506,6.9
5.5811,4.5,0.6506,5.6
4.34,6.8757,0.62,4.616
3.0,6.8758,2.999,4.34
2.666,5.901,2.89,1.75
3.0,2.89,3.02,2.0
3.601,0.7506,8.9459,3.04
4.5,0.6506,9.0,5.179
6.8757,0.62,9.0,4.68
6.8758,2.999,9.0,3.15
5.901,2.89,9.0,4.364
2.89,3.02,9.0,0.999
0.7506,8.9459,6.9,1.49
0.6506,9.0,5.6,1.12
0.62,9.0,4.616,1.49
2.999,9.0,4.34,1.12
2.89,9.0,1.75,1.22
3.02,9.0,2.0,3.04
8.9459,6.9,3.04,9.0
9.0,5.6,5.179,9.0
9.0,4.616,4.68,9.0
9.0,4.34,3.15,9.0
9.0,1.75,4.364,9.0
9.0,2.0,0.999,9.0
6.9,3.04,1.49,6.9
5.6,5.179,1.12,2.9
4.616,4.68,1.49,1.0
4.34,3.15,1.12,0.65
1.75,4.364,1.22,1.0
2.0,0.999,3.04,1.0
3.04,1.49,9.0,3.04
5.179,1.12,9.0,1.3
4.68,1.49,9.0,1.35
3.15,1.12,9.0,0.87
4.364,1.22,9.0,2.51
0.999,3.04,9.0,0.999
1.49,9.0,6.9,2.885
1.12,9.0,2.9,2.872
1.49,9.0,1.0,2.749
1.12,9.0,0.65,2.9
1.22,9.0,1.0,1.199
3.04,9.0,1.0,2.75
9.0,6.9,3.04,4.244
9.0,2.9,1.3,8.9
9.0,1.0,1.35,8.9
9.0,0.65,0.87,9.0
9.0,1.0,2.51,9.0
9.0,1.0,0.999,8.9
6.9,3.04,2.885,6.8
2.9,1.3,2.872,5.5861
1.0,1.35,2.749,3.04
0.65,0.87,2.9,1.75
1.0,2.51,1.199,3.04
1.0,0.999,2.75,1.75
3.04,2.885,4.244,3.04
1.3,2.872,8.9,5.5844
1.35,2.749,8.9,6.9
0.87,2.9,9.0,6.9
2.51,1.199,9.0,6.9
0.999,2.75,8.9,3.9
2.885,4.244,6.8,2.885
2.872,8.9,5.5861,2.872
2.749,8.9,3.04,2.749
2.9,9.0,1.75,2.8
1.199,9.0,3.04,4.98
2.75,8.9,1.75,5.5688
4.244,6.8,3.04,8.9508
8.9,5.5861,5.5844,9.0
8.9,3.04,6.9,9.0
9.0,1.75,6.9,9.0
9.0,3.04,6.9,9.0
8.9,1.75,3.9,8.9
6.8,3.04,2.885,6.762
5.5861,5.5844,2.872,5.5866
3.04,6.9,2.749,3.04
1.75,6.9,2.8,2.5
3.04,6.9,4.98,3.98
1.75,3.9,5.5688,3.98
3.04,2.885,8.9508,4.586
5.5844,2.872,9.0,4.988
6.9,2.749,9.0,6.874
6.9,2.8,9.0,6.9
6.9,4.98,9.0,6.9
3.9,5.5688,8.9,6.9
2.885,8.9508,6.762,5.4712
2.872,9.0,5.5866,5.384
2.749,9.0,3.04,5.5353
2.8,9.0,2.5,5.5572
4.98,9.0,3.98,5.5571
5.5688,8.9,3.98,5.6
8.9508,6.762,4.586,9.0
9.0,5.5866,4.988,9.0
9.0,3.04,6.874,9.0
9.0,2.5,6.9,9.0
9.0,3.98,6.9,9.0
8.9,3.98,6.9,8.8
6.762,4.586,5.4712,5.47
5.5866,4.988,5.384,5.55
3.04,6.874,5.5353,4.511
2.5,6.9,5.5572,4.181
3.98,6.9,5.5571,3.98
3.98,6.9,5.6,3.98
4.586,5.4712,9.0,4.225
4.988,5.384,9.0,4.0
6.874,5.5353,9.0,6.81
6.9,5.5572,9.0,6.9
6.9,5.5571,9.0,6.863
6.9,5.6,8.8,6.8
5.4712,9.0,5.47,3.4991
5.384,9.0,5.55,3.17
5.5353,9.0,4.511,3.17
5.5572,9.0,4.181,5.0
5.5571,9.0,3.98,5.48
5.6,8.8,3.98,5.6
9.0,5.47,4.225,8.9
9.0,5.55,4.0,9.0
9.0,4.511,6.81,9.0
9.0,4.181,6.9,9.0
9.0,3.98,6.863,9.0
8.8,3.98,6.8,8.68
5.47,4.225,3.4991,5.301
5.55,4.0,3.17,4.34
4.511,6.81,3.17,3.98
4.181,6.9,5.0,1.75
3.98,6.863,5.48,2.5
3.98,6.8,5.6,3.68
4.225,3.4991,8.9,3.98
4.0,3.17,9.0,5.5866
6.81,3.17,9.0,6.9
6.9,5.0,9.0,6.9
6.863,5.48,9.0,6.9
6.8,5.6,8.68,6.9
3.4991,8.9,5.301,5.5893
3.17,9.0,4.34,5.567
3.17,9.0,3.98,5.564
5.0,9.0,1.75,5.5894
5.48,9.0,2.5,5.5683
5.6,8.68,3.68,5.6
8.9,5.301,3.98,8.9498
9.0,4.34,5.5866,9.0
9.0,3.98,6.9,9.0
9.0,1.75,6.9,9.0
9.0,2.5,6.9,9.0
8.68,3.68,6.9,8.9442
5.301,3.98,5.5893,6.8384
4.34,5.5866,5.567,5.6
3.98,6.9,5.564,5.5869
1.75,6.9,5.5894,5.5815
2.5,6.9,5.5683,5.582
3.68,6.9,5.6,5.5822
3.98,5.5893,8.9498,5.5826
5.5866,5.567,9.0,5.6
6.9,5.564,9.0,6.9
6.9,5.5894,9.0,6.9
6.9,5.5683,9.0,6.9
6.9,5.6,8.9442,6.9
5.5893,8.9498,6.8384,5.5412
5.567,9.0,5.6,4.65
5.564,9.0,5.5869,5.5134
5.5894,9.0,5.5815,5.5157
5.5683,9.0,5.582,5.5421
5.6,8.9442,5.5822,5.6
8.9498,6.8384,5.5826,9.0
9.0,5.6,5.6,9.0
9.0,5.5869,6.9,9.0
9.0,5.5815,6.9,9.0
9.0,5.582,6.9,9.0
8.9442,5.5822,6.9,9.0
6.8384,5.5826,5.5412,5.0
5.6,5.6,4.65,5.5858
5.5869,6.9,5.5134,4.745
5.5815,6.9,5.5157,4.34
5.582,6.9,5.5421,5.578
5.5822,6.9,5.6,5.5798
5.5826,5.5412,9.0,5.5628
5.6,4.65,9.0,4.745
6.9,5.5134,9.0,5.88
6.9,5.5157,9.0,6.8765
6.9,5.5421,9.0,6.9
6.9,5.6,9.0,3.04
5.5412,9.0,5.0,4.65
4.65,9.0,5.5858,4.305
5.5134,9.0,4.745,4.65
5.5157,9.0,4.34,4.615
5.5421,9.0,5.578,5.5886
5.6,9.0,5.5798,5.6
9.0,5.0,5.5628,9.0
9.0,5.5858,4.745,9.0
9.0,4.745,5.88,9.0
9.0,4.34,6.8765,9.0
9.0,5.578,6.9,9.0
9.0,5.5798,3.04,9.0
5.0,5.5628,4.65,5.0
5.5858,4.745,4.305,5.5426
4.745,5.88,4.65,3.04
4.34,6.8765,4.615,2.788
5.578,6.9,5.5886,3.98
5.5798,3.04,5.6,3.98
5.5628,4.65,9.0,3.98
4.745,4.305,9.0,3.729
5.88,4.65,9.0,3.968
6.8765,4.615,9.0,4.07
6.9,5.5886,9.0,3.988
3.04,5.6,9.0,1.22
4.65,9.0,5.0,1.12
4.305,9.0,5.5426,0.755
4.65,9.0,3.04,0.398
4.615,9.0,2.788,0.988
5.5886,9.0,3.98,3.04
5.6,9.0,3.98,3.02
9.0,5.0,3.98,8.9486
9.0,5.5426,3.729,8.9534
9.0,3.04,3.968,8.9516
9.0,2.788,4.07,9.0
9.0,3.98,3.988,9.0
9.0,3.98,1.22,8.7
5.0,3.98,1.12,5.4
5.5426,3.729,0.755,4.0
3.04,3.968,0.398,4.745
2.788,4.07,0.988,4.07
3.98,3.988,3.04,4.2175
3.98,1.22,3.02,4.1709
3.98,1.12,8.9486,3.98
3.729,0.755,8.9534,5.5775
3.968,0.398,8.9516,6.9
4.07,0.988,9.0,6.9
3.988,3.04,9.0,6.9
1.22,3.02,8.7,6.9
1.12,8.9486,5.4,5.5903
0.755,8.9534,4.0,5.5656
0.398,8.9516,4.745,5.5884
0.988,9.0,4.07,5.5908
3.04,9.0,4.2175,5.6
3.02,8.7,4.1709,5.6
8.9486,5.4,3.98,9.0
8.9534,4.0,5.5775,9.0
8.9516,4.745,6.9,9.0
9.0,4.07,6.9,9.0
9.0,4.2175,6.9,9.0
8.7,4.1709,6.9,9.0
5.4,3.98,5.5903,6.9
4.0,5.5775,5.5656,5.5431
4.745,6.9,5.5884,4.745
4.07,6.9,5.5908,4.737
4.2175,6.9,5.6,4.359
4.1709,6.9,5.6,4.6
3.98,5.5903,9.0,4.745
5.5775,5.5656,9.0,5.5787
6.9,5.5884,9.0,6.9
6.9,5.5908,9.0,6.9
6.9,5.6,9.0,6.9
6.9,5.6,9.0,5.88
5.5903,9.0,6.9,3.02
5.5656,9.0,5.5431,1.12
5.5884,9.0,4.745,1.12
5.5908,9.0,4.737,2.95
5.6,9.0,4.359,4.5
5.6,9.0,4.6,5.6
9.0,6.9,4.745,8.9471
9.0,5.5431,5.5787,9.0
9.0,4.745,6.9,9.0
9.0,4.737,6.9,9.0
9.0,4.359,6.9,9.0
9.0,4.6,5.88,8.949
6.9,4.745,3.02,5.925
5.5431,5.5787,1.12,4.0
4.745,6.9,1.12,4.599
4.737,6.9,2.95,4.34
4.359,6.9,4.5,4.401
4.6,5.88,5.6,4.745
4.745,3.02,8.9471,4.745
5.5787,1.12,9.0,4.862
6.9,1.12,9.0,6.9
6.9,2.95,9.0,6.9
6.9,4.5,9.0,6.9
5.88,5.6,8.949,6.8
3.02,8.9471,5.925,5.5144
1.12,9.0,4.0,3.98
1.12,9.0,4.599,3.98
2.95,9.0,4.34,4.97
4.5,9.0,4.401,5.588
5.6,8.949,4.745,5.6
8.9471,5.925,4.745,8.7
9.0,4.0,4.862,9.0
9.0,4.599,6.9,9.0
9.0,4.34,6.9,9.0
9.0,4.401,6.9,9.0
8.949,4.745,6.8,8.5
5.925,4.745,5.5144,5.4
4.0,4.862,3.98,4.0
4.599,6.9,3.98,3.04
4.34,6.9,4.97,3.04
4.401,6.9,5.588,4.011
4.745,6.8,5.6,3.594
4.745,5.5144,8.7,3.04
4.862,3.98,9.0,5.23
6.9,3.98,9.0,5.88
6.9,4.97,9.0,6.8
6.9,5.588,9.0,5.38
6.8,5.6,8.5,2.45
5.5144,8.7,5.4,0.9
3.98,9.0,4.0,0.405
3.98,9.0,3.04,0.405
4.97,9.0,3.04,0.378
5.588,9.0,4.011,1.45
5.6,8.5,3.594,3.15
8.7,5.4,3.04,8.5
9.0,4.0,5.23,9.0
9.0,3.04,5.88,9.0
9.0,3.04,6.8,9.0
9.0,4.011,5.38,9.0
8.5,3.594,2.45,8.4
5.4,3.04,0.9,5.4
4.0,5.23,0.405,3.98
3.04,5.88,0.405,4.34
3.04,6.8,0.378,3.959
4.011,5.38,1.45,3.98
3.594,2.45,3.15,3.5
3.04,0.9,8.5,4.246
5.23,0.405,9.0,4.555
5.88,0.405,9.0,6.8
6.8,0.378,9.0,6.6
5.38,1.45,9.0,1.554
2.45,3.15,8.4,1.3
0.9,8.5,5.4,0.378
0.405,9.0,3.98,0.1
0.405,9.0,4.34,0.1
0.378,9.0,3.959,0.25
1.45,9.0,3.98,1.105
3.15,8.4,3.5,2.7
8.5,5.4,4.246,7.0
9.0,3.98,4.555,8.9466
9.0,4.34,6.8,9.0
9.0,3.959,6.6,9.0
9.0,3.98,1.554,8.9
8.4,3.5,1.3,8.3
5.4,4.246,0.378,6.8514
3.98,4.555,0.1,5.5432
4.34,6.8,0.1,4.34
3.959,6.6,0.25,3.667
3.98,1.554,1.105,3.679
3.5,1.3,2.7,3.73
4.246,0.378,7.0,3.24
4.555,0.1,8.9466,4.3
6.8,0.1,9.0,6.8
6.6,0.25,9.0,6.8
1.554,1.105,8.9,3.95
1.3,2.7,8.3,2.75
0.378,7.0,6.8514,1.373
0.1,8.9466,5.5432,0.405
0.1,9.0,4.34,0.405
0.25,9.0,3.667,0.405
1.105,8.9,3.679,2.989
2.7,8.3,3.73,3.02
7.0,6.8514,3.24,8.9521
8.9466,5.5432,4.3,8.948
9.0,4.34,6.8,8.9
9.0,3.667,6.8,8.9518
8.9,3.679,3.95,8.9
8.3,3.73,2.75,8.9
6.8514,3.24,1.373,6.8743
5.5432,4.3,0.405,5.6
4.34,6.8,0.405,5.5426
3.667,6.8,0.405,5.253
3.679,3.95,2.989,4.33
3.73,2.75,3.02,4.34
3.24,1.373,8.9521,4.745
4.3,0.405,8.948,4.34
6.8,0.405,8.9,6.8
6.8,0.405,8.9518,6.8
3.95,2.989,8.9,3.039
2.75,3.02,8.9,3.0
1.373,8.9521,6.8743,0.1
0.405,8.948,5.6,0.3
0.405,8.9,5.5426,0.554
0.405,8.9518,5.253,1.119
2.989,8.9,4.33,3.7
3.02,8.9,4.34,3.2
8.9521,6.8743,4.745,8.7
8.948,5.6,4.34,8.9
8.9,5.5426,6.8,8.9
8.9518,5.253,6.8,9.0
8.9,4.33,3.039,8.9
8.9,4.34,3.0,8.9
6.8743,4.745,0.1,6.8786
5.6,4.34,0.3,5.557
5.5426,6.8,0.554,4.745
5.253,6.8,1.119,3.98
4.33,3.039,3.7,4.57
4.34,3.0,3.2,4.3484
4.745,0.1,8.7,4.34
4.34,0.3,8.9,5.5819
6.8,0.554,8.9,6.9
6.8,1.119,9.0,6.9
3.039,3.7,8.9,6.8
3.0,3.2,8.9,4.65
0.1,8.7,6.8786,0.99
0.3,8.9,5.557,0.1
0.554,8.9,4.745,0.99
1.119,9.0,3.98,1.05
3.7,8.9,4.57,3.0
3.2,8.9,4.3484,3.15
8.7,6.8786,4.34,8.3
8.9,5.557,5.5819,9.0
8.9,4.745,6.9,9.0
9.0,3.98,6.9,9.0
8.9,4.57,6.8,9.0
8.9,4.3484,4.65,8.9
6.8786,4.34,0.99,6.8776
5.557,5.5819,0.1,5.6
4.745,6.9,0.99,5.291
3.98,6.9,1.05,4.745
4.57,6.8,3.0,4.755
4.3484,4.65,3.15,4.776
4.34,0.99,8.3,4.716
5.5819,0.1,9.0,5.6
6.9,0.99,9.0,6.9
6.9,1.05,9.0,6.9
6.8,3.0,9.0,6.602
4.65,3.15,8.9,2.998
0.99,8.3,6.8776,1.049
0.1,9.0,5.6,1.049
0.99,9.0,5.291,1.049
1.05,9.0,4.745,1.05
3.0,9.0,4.755,3.15
3.15,8.9,4.776,4.63
8.3,6.8776,4.716,6.0
9.0,5.6,5.6,9.0
9.0,5.291,6.9,9.0
9.0,4.745,6.9,9.0
9.0,4.755,6.602,9.0
8.9,4.776,2.998,8.9
6.8776,4.716,1.049,6.877
5.6,5.6,1.049,5.5429
5.291,6.9,1.049,4.55
4.745,6.9,1.05,3.98
4.755,6.602,3.15,3.98
4.776,2.998,4.63,4.188
4.716,1.049,6.0,4.0
5.6,1.049,9.0,4.34
6.9,1.049,9.0,6.8422
6.9,1.05,9.0,6.9
6.602,3.15,9.0,6.8
2.998,4.63,8.9,5.35
1.049,6.0,6.877,1.493
1.049,9.0,5.5429,1.049
1.049,9.0,4.55,1.493
1.05,9.0,3.98,1.493
3.15,9.0,3.98,3.0
4.63,8.9,4.188,5.5674
6.0,6.877,4.0,8.9437
9.0,5.5429,4.34,9.0
9.0,4.55,6.8422,9.0
9.0,3.98,6.9,9.0
9.0,3.98,6.8,9.0
8.9,4.188,5.35,8.9
6.877,4.0,1.493,6.874
5.5429,4.34,1.049,1.5
4.55,6.8422,1.493,3.04
3.98,6.9,1.493,1.497
3.98,6.8,3.0,1.497
4.188,5.35,5.5674,1.497
4.0,1.493,8.9437,3.04
4.34,1.049,9.0,3.98
6.8422,1.493,9.0,6.9
6.9,1.493,9.0,6.9
6.8,3.0,9.0,6.9
5.35,5.5674,8.9,5.38
1.493,8.9437,6.874,1.493
1.049,9.0,1.5,1.046
1.493,9.0,3.04,1.493
1.493,9.0,1.497,1.493
3.0,9.0,1.497,3.0
5.5674,8.9,1.497,5.6
8.9437,6.874,3.04,8.9482
9.0,1.5,3.98,9.0
9.0,3.04,6.9,9.0
9.0,1.497,6.9,9.0
9.0,1.497,6.9,9.0
8.9,1.497,5.38,8.2
6.874,3.04,1.493,6.8
1.5,3.98,1.046,3.98
3.04,6.9,1.493,3.98
1.497,6.9,1.493,1.939
1.497,6.9,3.0,3.4
1.497,5.38,5.6,3.4
3.04,1.493,8.9482,3.4
3.98,1.046,9.0,3.98
6.9,1.493,9.0,6.8737
6.9,1.493,9.0,6.8745
6.9,3.0,9.0,6.8779
5.38,5.6,8.2,3.8
1.493,8.9482,6.8,1.39
1.046,9.0,3.98,0.953
1.493,9.0,3.98,0.953
1.493,9.0,1.939,1.39
3.0,9.0,3.4,3.15
5.6,8.2,3.4,5.528
8.9482,6.8,3.4,8.9211
9.0,3.98,3.98,9.0
9.0,3.98,6.8737,9.0
9.0,1.939,6.8745,9.0
9.0,3.4,6.8779,9.0
8.2,3.4,3.8,8.9551
6.8,3.4,1.39,6.8758
3.98,3.98,0.953,5.5384
3.98,6.8737,0.953,3.98
1.939,6.8745,1.39,4.34
3.4,6.8779,3.15,3.98
3.4,3.8,5.528,3.98
3.4,1.39,8.9211,4.0
3.98,0.953,9.0,5.5432
6.8737,0.953,9.0,6.8684
6.8745,1.39,9.0,6.8
6.8779,3.15,9.0,4.499
3.8,5.528,8.9551,2.84
1.39,8.9211,6.8758,1.84
0.953,9.0,5.5384,1.39
0.953,9.0,3.98,1.39
1.39,9.0,4.34,1.389
3.15,9.0,3.98,2.8
5.528,8.9551,3.98,4.65
8.9211,6.8758,4.0,9.0
9.0,5.5384,5.5432,9.0
9.0,3.98,6.8684,9.0
9.0,4.34,6.8,9.0
9.0,3.98,4.499,9.0
8.9551,3.98,2.84,8.9176
6.8758,4.0,1.84,6.8484
5.5384,5.5432,1.39,5.5588
3.98,6.8684,1.39,4.3
4.34,6.8,1.389,3.9
3.98,4.499,2.8,3.98
3.98,2.84,4.65,3.98
4.0,1.84,9.0,3.9
5.5432,1.39,9.0,4.745
6.8684,1.39,9.0,6.8
6.8,1.389,9.0,6.8324
4.499,2.8,9.0,5.38
2.84,4.65,8.9176,3.979
1.84,9.0,6.8484,2.799
1.39,9.0,5.5588,1.939
1.39,9.0,4.3,1.939
1.389,9.0,3.9,3.98
2.8,9.0,3.98,4.98
4.65,8.9176,3.98,5.6
9.0,6.8484,3.9,9.0
9.0,5.5588,4.745,9.0
9.0,4.3,6.8,9.0
9.0,3.9,6.8324,9.0
9.0,3.98,5.38,9.0
8.9176,3.98,3.979,8.9524
6.8484,3.9,2.799,6.8
5.5588,4.745,1.939,5.5432
4.3,6.8,1.939,3.9
3.9,6.8324,3.98,1.939
3.98,5.38,4.98,1.939
3.98,3.979,5.6,1.939
3.9,2.799,9.0,2.0
4.745,1.939,9.0,1.939
6.8,1.939,9.0,4.138
6.8324,3.98,9.0,5.3
5.38,4.98,9.0,6.75
3.979,5.6,8.9524,5.38
2.799,9.0,6.8,4.0
1.939,9.0,5.5432,3.98
1.939,9.0,3.9,4.35
3.98,9.0,1.939,3.98
4.98,9.0,1.939,3.98
5.6,8.9524,1.939,3.592
9.0,6.8,2.0,5.48
9.0,5.5432,1.939,8.9
9.0,3.9,4.138,9.0
9.0,1.939,5.3,9.0
9.0,1.939,6.75,8.9532
8.9524,1.939,5.38,7.7
6.8,2.0,4.0,6.7
5.5432,1.939,3.98,5.5434
3.9,4.138,4.35,3.7
1.939,5.3,3.98,1.939
1.939,6.75,3.98,3.04
1.939,5.38,3.592,2.995
2.0,4.0,5.48,3.04
1.939,3.98,8.9,2.68
4.138,4.35,9.0,5.88
5.3,3.98,9.0,6.9
6.75,3.98,8.9532,5.88
5.38,3.592,7.7,5.38
4.0,5.48,6.7,4.7
3.98,8.9,5.5434,3.95
4.35,9.0,3.7,3.199
3.98,9.0,1.939,2.562
3.98,8.9532,3.04,3.04
3.592,7.7,2.995,4.35
5.48,6.7,3.04,6.5
8.9,5.5434,2.68,8.8
9.0,3.7,5.88,8.9
9.0,1.939,6.9,8.9453
8.9532,3.04,5.88,8.4
7.7,2.995,5.38,5.0
6.7,3.04,4.7,2.0
5.5434,2.68,3.95,1.39
3.7,5.88,3.199,1.0
1.939,6.9,2.562,0.45
3.04,5.88,3.04,0.433
2.995,5.38,4.35,0.45
3.04,4.7,6.5,1.24
2.68,3.95,8.8,1.15
5.88,3.199,8.9,4.18
6.9,2.562,8.9453,4.18
5.88,3.04,8.4,3.04
5.38,4.35,5.0,2.05
4.7,6.5,2.0,1.34
3.95,8.8,1.39,0.49
3.199,8.9,1.0,1.34
2.562,8.9453,0.45,1.84
3.04,8.4,0.433,2.994
4.35,5.0,0.45,4.0
6.5,2.0,1.24,8.85
8.8,1.39,1.15,8.4
8.9,1.0,4.18,8.9
8.9453,0.45,4.18,8.9
8.4,0.433,3.04,8.9
5.0,0.45,2.05,5.98
2.0,1.24,1.34,1.939
1.39,1.15,0.49,1.39
1.0,4.18,1.34,0.385
0.45,4.18,1.84,0.25
0.433,3.04,2.994,0.2494
0.45,2.05,4.0,0.25
1.24,1.34,8.85,0.94
1.15,0.49,8.4,0.999
4.18,1.34,8.9,5.0
4.18,1.84,8.9,5.5
3.04,2.994,8.9,4.18
2.05,4.0,5.98,3.039
1.34,8.85,1.939,1.339
0.49,8.4,1.39,1.339
1.34,8.9,0.385,1.325
1.84,8.9,0.25,1.339
2.994,8.9,0.2494,1.85
4.0,5.98,0.25,3.29
8.85,1.939,0.94,5.75
8.4,1.39,0.999,8.1
8.9,0.385,5.0,8.35
8.9,0.25,5.5,8.9
8.9,0.2494,4.18,8.1
5.98,0.25,3.039,4.18
1.939,0.94,1.339,1.5
1.39,0.999,1.339,1.39
0.385,5.0,1.325,0.35
0.25,5.5,1.339,0.15
0.2494,4.18,1.85,0.13
0.25,3.039,3.29,0.133
0.94,1.339,5.75,1.0
0.999,1.339,8.1,1.39
5.0,1.325,8.35,4.68
5.5,1.339,8.9,6.4472
4.18,1.85,8.1,5.38
3.039,3.29,4.18,5.0
1.339,5.75,1.5,1.832
1.339,8.1,1.39,1.318
1.325,8.35,0.35,0.9
1.339,8.9,0.15,1.832
1.85,8.1,0.13,3.0
3.29,4.18,0.133,3.0
5.75,1.5,1.0,4.0
8.1,1.39,1.39,7.0
8.35,0.35,4.68,8.1
8.9,0.15,6.4472,8.1
8.1,0.13,5.38,8.1
4.18,0.133,5.0,3.8
1.5,1.0,1.832,1.39
1.39,1.39,1.318,1.39
0.35,4.68,0.9,0.25
0.15,6.4472,1.832,0.1
0.13,5.38,3.0,0.1
0.133,5.0,3.0,0.1
1.0,1.832,4.0,0.24
1.39,1.318,7.0,0.2194
4.68,0.9,8.1,1.85
6.4472,1.832,8.1,4.0
5.38,3.0,8.1,3.2
5.0,3.0,3.8,3.9
1.832,4.0,1.39,1.828
1.318,7.0,1.39,1.29
0.9,8.1,0.25,0.25
1.832,8.1,0.1,1.75
3.0,8.1,0.1,3.2874
3.0,3.8,0.1,3.9
4.0,1.39,0.24,4.9
7.0,1.39,0.2194,6.485
8.1,0.25,1.85,7.0
8.1,0.1,4.0,8.0
8.1,0.1,3.2,7.5
3.8,0.1,3.9,5.0
1.39,0.24,1.828,3.3
1.39,0.2194,1.29,3.98
0.25,1.85,0.25,1.5
0.1,4.0,1.75,0.2
0.1,3.2,3.2874,0.1
0.1,3.9,3.9,0.1
0.24,1.828,4.9,1.39
0.2194,1.29,6.485,1.39
1.85,0.25,7.0,3.2
4.0,1.75,8.0,4.68
3.2,3.2874,7.5,5.88
3.9,3.9,5.0,5.6
1.828,4.9,3.3,3.2
1.29,6.485,3.98,3.2874
0.25,7.0,1.5,3.2874
1.75,8.0,0.2,3.7857
3.2874,7.5,0.1,4.65
3.9,5.0,0.1,5.6
4.9,3.3,1.39,4.98
6.485,3.98,1.39,6.5
7.0,1.5,3.2,8.0
8.0,0.2,4.68,8.0
7.5,0.1,5.88,8.946
5.0,0.1,5.6,8.9486
3.3,1.39,3.2,3.98
3.98,1.39,3.2874,4.34
1.5,3.2,3.2874,3.0
0.2,4.68,3.7857,1.5
0.1,5.88,4.65,1.5
0.1,5.6,5.6,1.5
1.39,3.2,4.98,3.3
1.39,3.2874,6.5,5.5406
3.2,3.2874,8.0,6.9
4.68,3.7857,8.0,6.9
5.88,4.65,8.946,6.9
5.6,5.6,8.9486,6.8956
3.2,4.98,3.98,5.568
3.2874,6.5,4.34,5.5641
3.2874,8.0,3.0,5.5658
3.7857,8.0,1.5,5.5678
4.65,8.946,1.5,5.5673
5.6,8.9486,1.5,5.5652
4.98,3.98,3.3,7.0
6.5,4.34,5.5406,8.5
8.0,3.0,6.9,8.9489
8.0,1.5,6.9,9.0
8.946,1.5,6.9,8.9524
8.9486,1.5,6.8956,8.5
3.98,3.3,5.568,3.9
4.34,5.5406,5.5641,3.9
3.0,6.9,5.5658,1.45
1.5,6.9,5.5678,1.45
1.5,6.9,5.5673,0.35
1.5,6.8956,5.5652,1.0997
3.3,5.568,7.0,3.6
5.5406,5.5641,8.5,5.0
6.9,5.5658,8.9489,6.9
6.9,5.5678,9.0,6.9
6.9,5.5673,8.9524,6.8
6.8956,5.5652,8.5,4.25
5.568,7.0,3.9,1.75
5.5641,8.5,3.9,1.29
5.5658,8.9489,1.45,1.75
5.5678,9.0,1.45,2.5
5.5673,8.9524,0.35,3.7
5.5652,8.5,1.0997,4.65
7.0,3.9,3.6,7.0
8.5,3.9,5.0,8.9446
8.9489,1.45,6.9,9.0
9.0,1.45,6.9,9.0
8.9524,0.35,6.8,9.0
8.5,1.0997,4.25,8.9513
3.9,3.6,1.75,4.78
3.9,5.0,1.29,0.29
1.45,6.9,1.75,0.1
1.45,6.9,2.5,0.098
0.35,6.8,3.7,0.08
1.0997,4.25,4.65,0.09
3.6,1.75,7.0,0.1
5.0,1.29,8.9446,3.9
6.9,1.75,9.0,6.9
6.9,2.5,9.0,6.8772
6.8,3.7,9.0,4.5
4.25,4.65,8.9513,2.5
1.75,7.0,4.78,0.1
1.29,8.9446,0.29,0.1
1.75,9.0,0.1,1.74
2.5,9.0,0.098,1.0
3.7,9.0,0.08,1.35
4.65,8.9513,0.09,3.45
7.0,4.78,0.1,5.975
8.9446,0.29,3.9,8.9
9.0,0.1,6.9,8.9
9.0,0.098,6.8772,8.9
9.0,0.08,4.5,8.9531
8.9513,0.09,2.5,8.9
4.78,0.1,0.1,3.1
0.29,3.9,0.1,4.5
0.1,6.9,1.74,1.1345
0.098,6.8772,1.0,0.3
0.08,4.5,1.35,0.1
0.09,2.5,3.45,0.1
0.1,0.1,5.975,1.1345
3.9,0.1,8.9,5.53
6.9,1.74,8.9,6.9
6.8772,1.0,8.9,6.9
4.5,1.35,8.9531,6.9
2.5,3.45,8.9,5.88
